command;location;function
Could you please cut the lights livingroom;livingroom;close
Could you please cut thelight livingroom;livingroom;close
Could you please close the lights livingroom;livingroom;close
Could you please close the light livingroom;livingroom;close
Could you please turn on the lights livingroom;livingroom;open
Could you please turn on the light livingroom;livingroom;open
Could you please turn off the lights livingroom;livingroom;close
Could you please turn off the light livingroom;livingroom;close
Could you please open lambs livingroom;livingroom;open
Could you please open lamb livingroom;livingroom;open
Could you please cut lambs livingroom;livingroom;close
Could you please cut lamb livingroom;livingroom;close
Could you please close lambs livingroom;livingroom;close
Could you please close lamb livingroom;livingroom;close
Could you please turn on lambs livingroom;livingroom;open
Could you please turn on lamb livingroom;livingroom;open
Could you please turn off lambs livingroom;livingroom;close
Could you please turn off lamb livingroom;livingroom;close
Could you please open the lambs livingroom;livingroom;open
Could you please open the lamb livingroom;livingroom;open
Could you please cut the lambs livingroom;livingroom;close
Could you please cut thelamb livingroom;livingroom;close
Could you please close the lambs livingroom;livingroom;close
Could you please close the lamb livingroom;livingroom;close
Could you please turn on the lambs livingroom;livingroom;open
Could you please turn on the lamb livingroom;livingroom;open
Could you please turn off the lambs livingroom;livingroom;close
Could you please turn off the lamb livingroom;livingroom;close
Could you please open lights of livingroom;livingroom;open
Could you please open light of livingroom;livingroom;open
Could you please cut lights of livingroom;livingroom;close
Could you please cut light of livingroom;livingroom;close
Could you please close lights of livingroom;livingroom;close
Could you please close light of livingroom;livingroom;close
Could you please turn on lights  of livingroom;livingroom;open
Could you please turn on light of livingroom;livingroom;open
Could you please turn off lights of livingroom;livingroom;close
Could you please turn off light of livingroom;livingroom;close
Could you please open the lights of livingroom;livingroom;open
Could you please open the light of livingroom;livingroom;open
Could you please cut the lights of livingroom;livingroom;close
Could you please cut thelight of livingroom;livingroom;close
Could you please close the lights of livingroom;livingroom;close
Could you please close the light of livingroom;livingroom;close
Could you please turn on the lights of livingroom;livingroom;open
Could you please turn on the light of livingroom;livingroom;open
Could you please turn off the lights of livingroom;livingroom;close
Could you please turn off the light of livingroom;livingroom;close
Could you please open lambs of livingroom;livingroom;open
Could you please open lamb of livingroom;livingroom;open
Could you please cut lambs of livingroom;livingroom;close
Could you please cut lamb of livingroom;livingroom;close
Could you please close lambs of livingroom;livingroom;close
Could you please close lamb of livingroom;livingroom;close
Could you please turn on lambs of livingroom;livingroom;open
Could you please turn on lamb of livingroom;livingroom;open
Could you please turn off lambs of livingroom;livingroom;close
Could you please turn off lamb of livingroom;livingroom;close
Could you please open the lambs of livingroom;livingroom;open
Could you please open the lamb of livingroom;livingroom;open
Could you please cut the lambs of livingroom;livingroom;close
Could you please cut thelamb of livingroom;livingroom;close
Could you please close the lambs of livingroom;livingroom;close
Could you please close the lamb of livingroom;livingroom;close
Could you please turn on the lambs of livingroom;livingroom;open
Could you please turn on the lamb of livingroom;livingroom;open
Could you please turn off the lambs of livingroom;livingroom;close
Could you please turn off the lamb of livingroom;livingroom;close
Could you please open lights at the livingroom;livingroom;open
Could you please open light at the livingroom;livingroom;open
Could you please cut lights at the livingroom;livingroom;close
Could you please cut light at the livingroom;livingroom;close
Could you please close lights at the livingroom;livingroom;close
Could you please close light at the livingroom;livingroom;close
Could you please turn on lights at the livingroom;livingroom;open
Could you please turn on light at the livingroom;livingroom;open
Could you please turn off lights at the livingroom;livingroom;close
Could you please turn off light at the livingroom;livingroom;close
Could you please open the lights at the livingroom;livingroom;open
Could you please open the light at the livingroom;livingroom;open
Could you please cut the lights at the livingroom;livingroom;close
Could you please cut thelight at the livingroom;livingroom;close
Could you please close the lights at the livingroom;livingroom;close
Could you please close the light at the livingroom;livingroom;close
Could you please turn on the lights at the livingroom;livingroom;open
Could you please turn on the light at the livingroom;livingroom;open
Could you please turn off the lights  at the livingroom;livingroom;close
Could you please turn off the light at the livingroom;livingroom;close
Could you please open lambs at the livingroom;livingroom;open
Could you please open lamb at the livingroom;livingroom;open
Could you please cut lambs at the livingroom;livingroom;close
Could you please cut lamb at the livingroom;livingroom;close
Could you please close lambs at the livingroom;livingroom;close
Could you please close lamb at the livingroom;livingroom;close
Could you please turn on lambs at the livingroom;livingroom;open
Could you please turn on lamb at the livingroom;livingroom;open
Could you please turn off lambs at the livingroom;livingroom;close
Could you please turn off lamb at the livingroom;livingroom;close
Could you please open the lambs at the livingroom;livingroom;open
Could you please open the lamb at the livingroom;livingroom;open
Could you please cut the lambs at the livingroom;livingroom;close
Could you please cut thelamb at the livingroom;livingroom;close
Could you please close the lambs at the livingroom;livingroom;close
Could you please close the lamb at the livingroom;livingroom;close
Could you please turn on the lambs at the livingroom;livingroom;open
Could you please turn on the lamb at the livingroom;livingroom;open
Could you please turn off the lambs at the livingroom;livingroom;close
Could you please turn off the lamb at the livingroom;livingroom;close
Could you please open lights in the livingroom;livingroom;open
Could you please open light in the livingroom;livingroom;open
Could you please cut lights in the livingroom;livingroom;close
Could you please cut light in the livingroom;livingroom;close
Could you please close lights in the livingroom;livingroom;close
Could you please close light in the livingroom;livingroom;close
Could you please turn on lights in the livingroom;livingroom;open
Could you please turn on light in the livingroom;livingroom;open
Could you please turn off lights in the livingroom;livingroom;close
Could you please turn off light in the livingroom;livingroom;close
Could you please open the lights in the livingroom;livingroom;open
Could you please open the light in the livingroom;livingroom;open
Could you please cut the lights in the livingroom;livingroom;close
Could you please cut thelight in the livingroom;livingroom;close
Could you please close the lights in the livingroom;livingroom;close
Could you please close the light in the livingroom;livingroom;close
Could you please turn on the lights in the livingroom;livingroom;open
Could you please turn on the light in the livingroom;livingroom;open
Could you please turn off the lights in the livingroom;livingroom;close
Could you please turn off the light in the livingroom;livingroom;close
Could you please open lambs in the livingroom;livingroom;open
Could you please open lamb in the livingroom;livingroom;open
Could you please cut lambs in the livingroom;livingroom;close
Could you please cut lamb in the livingroom;livingroom;close
Could you please close lambs in the livingroom;livingroom;close
Could you please close lamb in the livingroom;livingroom;close
Could you please turn on lambs in the livingroom;livingroom;open
Could you please turn on lamb in the livingroom;livingroom;open
Could you please turn off lambs in the livingroom;livingroom;close
Could you please turn off lamb in the livingroom;livingroom;close
Could you please open the lambs in the livingroom;livingroom;open
Could you please open the lamb in the livingroom;livingroom;open
Could you please cut the lambs in the livingroom;livingroom;close
Could you please cut thelamb in the livingroom;livingroom;close
Could you please close the lambs in the livingroom;livingroom;close
Could you please close the lamb in the livingroom;livingroom;close
Could you please turn on the lambs in the livingroom;livingroom;open
Could you please turn on the lamb in the livingroom;livingroom;open
Could you please turn off the lambs in the livingroom;livingroom;close
Could you please turn off the lamb in the livingroom;livingroom;close
Please open lights at livingroom;livingroom;open
Please open light at livingroom;livingroom;open
Please cut lights at livingroom;livingroom;close
Please cut light at livingroom;livingroom;close
Please close lights at livingroom;livingroom;close
Please close light at livingroom;livingroom;close
Please turn on lights at livingroom;livingroom;open
Please turn on light at livingroom;livingroom;open
Please turn off lights at livingroom;livingroom;close
Please turn off light at livingroom;livingroom;close
Please open the lights at livingroom;livingroom;open
Please open the light at livingroom;livingroom;open
Please cut the lights at livingroom;livingroom;close
Please cut thelight at livingroom;livingroom;close
Please close the lights at livingroom;livingroom;close
Please close the light at livingroom;livingroom;close
Please turn on the lights at livingroom;livingroom;open
Please turn on the light at livingroom;livingroom;open
Please turn off the lights at livingroom;livingroom;close
Please turn off the light at livingroom;livingroom;close
Please open lambs at livingroom;livingroom;open
Please open lamb at livingroom;livingroom;open
Please cut lambs at livingroom;livingroom;close
Please cut lamb at livingroom;livingroom;close
Please close lambs at livingroom;livingroom;close
Please close lamb at livingroom;livingroom;close
Please turn on lambs at livingroom;livingroom;open
Please turn on lamb at livingroom;livingroom;open
Please turn off lambs at livingroom;livingroom;close
Please turn off lamb at livingroom;livingroom;close
Please open the lambs at livingroom;livingroom;open
Please open the lamb at livingroom;livingroom;open
Please cut the lambs at livingroom;livingroom;close
Please cut thelamb at livingroom;livingroom;close
Please close the lambs at livingroom;livingroom;close
Please close the lamb at livingroom;livingroom;close
Please turn on the lambs at livingroom;livingroom;open
Please turn on the lamb at livingroom;livingroom;open
Please turn off the lambs at livingroom;livingroom;close
Please turn off the lamb at livingroom;livingroom;close
Please open lights in livingroom;livingroom;open
Please open light in livingroom;livingroom;open
Please cut lights in livingroom;livingroom;close
Please cut light in livingroom;livingroom;close
Please close lights in livingroom;livingroom;close
Please close light in livingroom;livingroom;close
Please turn on lights in livingroom;livingroom;open
Please turn on light in livingroom;livingroom;open
Please turn off lights in livingroom;livingroom;close
Please turn off light in livingroom;livingroom;close
Please open the lights in livingroom;livingroom;open
Please open the light in livingroom;livingroom;open
Please cut the lights in livingroom;livingroom;close
Please cut the light in livingroom;livingroom;close
Please close the lights in livingroom;livingroom;close
Please close the light in livingroom;livingroom;close
Please turn on the lights in livingroom;livingroom;open
Please turn on the light in livingroom;livingroom;open
Please turn off the lights in livingroom;livingroom;close
Please turn off the light in livingroom;livingroom;close
Please open lambs in livingroom;livingroom;open
Please open lamb in livingroom;livingroom;open
Please cut lambs in livingroom;livingroom;close
Please cut lamb in livingroom;livingroom;close
Please close lambs in livingroom;livingroom;close
Please close lamb in livingroom;livingroom;close
Please turn on lambs in livingroom;livingroom;open
Please turn on lamb in livingroom;livingroom;open
Please turn off lambs in livingroom;livingroom;close
Please turn off lamb in livingroom;livingroom;close
Please open the lambs in livingroom;livingroom;open
Please open the lamb in livingroom;livingroom;open
Please cut the lambs in livingroom;livingroom;close
Please cut thelamb in livingroom;livingroom;close
Please close the lambs in livingroom;livingroom;close
Please close the lamb in livingroom;livingroom;close
Please turn on the lambs in livingroom;livingroom;open
Please turn on the lamb in livingroom;livingroom;open
Please turn off the lambs in livingroom;livingroom;close
Please turn off the lamb in livingroom;livingroom;close
Please open lights livingroom;livingroom;open
Please open light  livingroom;livingroom;open
Please cut lights livingroom;livingroom;close
Please cut light livingroom;livingroom;close
Please close lights livingroom;livingroom;close
Please close light livingroom;livingroom;close
Please turn on lights livingroom;livingroom;open
Please turn on light livingroom;livingroom;open
Please turn off lights livingroom;livingroom;close
Please turn off light livingroom;livingroom;close
Please open the lights livingroom;livingroom;open
Please open the light livingroom;livingroom;open
Please cut the lights livingroom;livingroom;close
Please cut thelight livingroom;livingroom;close
Please close the lights livingroom;livingroom;close
Please close the light livingroom;livingroom;close
Please turn on the lights livingroom;livingroom;open
Please turn on the light livingroom;livingroom;open
Please turn off the lights livingroom;livingroom;close
Please turn off the light livingroom;livingroom;close
Please open lambs livingroom;livingroom;open
Please open lamb livingroom;livingroom;open
Please cut lambs livingroom;livingroom;close
Please cut lamb livingroom;livingroom;close
Please close lambs livingroom;livingroom;close
Please close lamb livingroom;livingroom;close
Please turn on lambs livingroom;livingroom;open
Please turn on lamb livingroom;livingroom;open
Please turn off lambs livingroom;livingroom;close
Please turn off lamb livingroom;livingroom;close
Please open the lambs livingroom;livingroom;open
Please open the lamb livingroom;livingroom;open
Please cut the lambs livingroom;livingroom;close
Please cut thelamb livingroom;livingroom;close
Please close the lambs livingroom;livingroom;close
Please close the lamb livingroom;livingroom;close
Please turn on the lambs livingroom;livingroom;open
Please turn on the lamb livingroom;livingroom;open
Please turn off the lambs livingroom;livingroom;close
Please turn off the lamb livingroom;livingroom;close
Please open lights of livingroom;livingroom;open
Please open light of livingroom;livingroom;open
Please cut lights of livingroom;livingroom;close
Please cut light of livingroom;livingroom;close
Please close lights of livingroom;livingroom;close
Please close light of livingroom;livingroom;close
Please turn on lights  of livingroom;livingroom;open
Please turn on light of livingroom;livingroom;open
Please turn off lights of livingroom;livingroom;close
Please turn off light of livingroom;livingroom;close
Please open the lights of livingroom;livingroom;open
Please open the light of livingroom;livingroom;open
Please cut the lights of livingroom;livingroom;close
Please cut thelight of livingroom;livingroom;close
Please close the lights of livingroom;livingroom;close
Please close the light of livingroom;livingroom;close
Please turn on the lights of livingroom;livingroom;open
Please turn on the light of livingroom;livingroom;open
Please turn off the lights of livingroom;livingroom;close
Please turn off the light of livingroom;livingroom;close
Please open lambs of livingroom;livingroom;open
Please open lamb of livingroom;livingroom;open
Please cut lambs of livingroom;livingroom;close
Please cut lamb of livingroom;livingroom;close
Please close lambs of livingroom;livingroom;close
Please close lamb of livingroom;livingroom;close
Please turn on lambs of livingroom;livingroom;open
Please turn on lamb of livingroom;livingroom;open
Please turn off lambs of livingroom;livingroom;close
Please turn off lamb of livingroom;livingroom;close
Please open the lambs of livingroom;livingroom;open
Please open the lamb of livingroom;livingroom;open
Please cut the lambs of livingroom;livingroom;close
Please cut thelamb of livingroom;livingroom;close
Please close the lambs of livingroom;livingroom;close
Please close the lamb of livingroom;livingroom;close
Please turn on the lambs of livingroom;livingroom;open
Please turn on the lamb of livingroom;livingroom;open
Please turn off the lambs of livingroom;livingroom;close
Please turn off the lamb of livingroom;livingroom;close
Please open lights at the livingroom;livingroom;open
Please open light at the livingroom;livingroom;open
Please cut lights at the livingroom;livingroom;close
Please cut light at the livingroom;livingroom;close
Please close lights at the livingroom;livingroom;close
Please close light at the livingroom;livingroom;close
Please turn on lights at the livingroom;livingroom;open
Please turn on light at the livingroom;livingroom;open
Please turn off lights at the livingroom;livingroom;close
Please turn off light at the livingroom;livingroom;close
Please open the lights at the livingroom;livingroom;open
Please open the light at the livingroom;livingroom;open
Please cut the lights at the livingroom;livingroom;close
Please cut thelight at the livingroom;livingroom;close
Please close the lights at the livingroom;livingroom;close
Please close the light at the livingroom;livingroom;close
Please turn on the lights at the livingroom;livingroom;open
Please turn on the light at the livingroom;livingroom;open
Please turn off the lights  at the livingroom;livingroom;close
Please turn off the light at the livingroom;livingroom;close
Please open lambs at the livingroom;livingroom;open
Please open lamb at the livingroom;livingroom;open
Please cut lambs at the livingroom;livingroom;close
Please cut lamb at the livingroom;livingroom;close
Please close lambs at the livingroom;livingroom;close
Please close lamb at the livingroom;livingroom;close
Please turn on lambs at the livingroom;livingroom;open
Please turn on lamb at the livingroom;livingroom;open
Please turn off lambs at the livingroom;livingroom;close
Please turn off lamb at the livingroom;livingroom;close
Please open the lambs at the livingroom;livingroom;open
Please open the lamb at the livingroom;livingroom;open
Please cut the lambs at the livingroom;livingroom;close
Please cut thelamb at the livingroom;livingroom;close
Please close the lambs at the livingroom;livingroom;close
Please close the lamb at the livingroom;livingroom;close
Please turn on the lambs at the livingroom;livingroom;open
Please turn on the lamb at the livingroom;livingroom;open
Please turn off the lambs at the livingroom;livingroom;close
Please turn off the lamb at the livingroom;livingroom;close
Please open lights in the livingroom;livingroom;open
Please open light in the livingroom;livingroom;open
Please cut lights in the livingroom;livingroom;close
Please cut light in the livingroom;livingroom;close
Please close lights in the livingroom;livingroom;close
Please close light in the livingroom;livingroom;close
Please turn on lights in the livingroom;livingroom;open
Please turn on light in the livingroom;livingroom;open
Please turn off lights in the livingroom;livingroom;close
Please turn off light in the livingroom;livingroom;close
Please open the lights in the livingroom;livingroom;open
Please open the light in the livingroom;livingroom;open
Please cut the lights in the livingroom;livingroom;close
Please cut thelight in the livingroom;livingroom;close
Please close the lights in the livingroom;livingroom;close
Please close the light in the livingroom;livingroom;close
Please turn on the lights in the livingroom;livingroom;open
Please turn on the light in the livingroom;livingroom;open
Please turn off the lights in the livingroom;livingroom;close
Please turn off the light in the livingroom;livingroom;close
Please open lambs in the livingroom;livingroom;open
Please open lamb in the livingroom;livingroom;open
Please cut lambs in the livingroom;livingroom;close
Please cut lamb in the livingroom;livingroom;close
Please close lambs in the livingroom;livingroom;close
Please close lamb in the livingroom;livingroom;close
Please turn on lambs in the livingroom;livingroom;open
Please turn on lamb in the livingroom;livingroom;open
Please turn off lambs in the livingroom;livingroom;close
Please turn off lamb in the livingroom;livingroom;close
Please open the lambs in the livingroom;livingroom;open
Please open the lamb in the livingroom;livingroom;open
Please cut the lambs in the livingroom;livingroom;close
Please cut thelamb in the livingroom;livingroom;close
Please close the lambs in the livingroom;livingroom;close
Please close the lamb in the livingroom;livingroom;close
Please turn on the lambs in the livingroom;livingroom;open
Please turn on the lamb in the livingroom;livingroom;open
Please turn off the lambs in the livingroom;livingroom;close
Please turn off the lamb in the livingroom;livingroom;close
open lights at livingroom please;livingroom;open
open light at livingroom please;livingroom;open
cut lights at livingroom please;livingroom;close
cut light at livingroom please;livingroom;close
close lights at livingroom please;livingroom;close
close light at livingroom please;livingroom;close
turn on lights at livingroom please;livingroom;open
turn on light at livingroom please;livingroom;open
turn off lights at livingroom please;livingroom;close
turn off light at livingroom please;livingroom;close
open the lights at livingroom please;livingroom;open
open the light at livingroom please;livingroom;open
cut the lights at livingroom please;livingroom;close
cut thelight at livingroom please;livingroom;close
close the lights at livingroom please;livingroom;close
close the light at livingroom please;livingroom;close
turn on the lights at livingroom please;livingroom;open
turn on the light at livingroom please;livingroom;open
turn off the lights at livingroom please;livingroom;close
turn off the light at livingroom please;livingroom;close
open lambs at livingroom please;livingroom;open
open lamb at livingroom please;livingroom;open
cut lambs at livingroom please;livingroom;close
cut lamb at livingroom please;livingroom;close
close lambs at livingroom please;livingroom;close
close lamb at livingroom please;livingroom;close
turn on lambs at livingroom please;livingroom;open
turn on lamb at livingroom please;livingroom;open
turn off lambs at livingroom please;livingroom;close
turn off lamb at livingroom please;livingroom;close
open the lambs at livingroom please;livingroom;open
open the lamb at livingroom please;livingroom;open
cut the lambs at livingroom please;livingroom;close
cut thelamb at livingroom please;livingroom;close
close the lambs at livingroom please;livingroom;close
close the lamb at livingroom please;livingroom;close
turn on the lambs at livingroom please;livingroom;open
turn on the lamb at livingroom please;livingroom;open
turn off the lambs at livingroom please;livingroom;close
turn off the lamb at livingroom please;livingroom;close
open lights in livingroom please;livingroom;open
open light in livingroom please;livingroom;open
cut lights in livingroom please;livingroom;close
cut light in livingroom please;livingroom;close
close lights in livingroom please;livingroom;close
close light in livingroom please;livingroom;close
turn on lights in livingroom please;livingroom;open
turn on light in livingroom please;livingroom;open
turn off lights in livingroom please;livingroom;close
turn off light in livingroom please;livingroom;close
open the lights in livingroom please;livingroom;open
open the light in livingroom please;livingroom;open
cut the lights in livingroom please;livingroom;close
cut the light in livingroom please;livingroom;close
close the lights in livingroom please;livingroom;close
close the light in livingroom please;livingroom;close
turn on the lights in livingroom please;livingroom;open
turn on the light in livingroom please;livingroom;open
turn off the lights in livingroom please;livingroom;close
turn off the light in livingroom please;livingroom;close
open lambs in livingroom please;livingroom;open
open lamb in livingroom please;livingroom;open
cut lambs in livingroom please;livingroom;close
cut lamb in livingroom please;livingroom;close
close lambs in livingroom please;livingroom;close
close lamb in livingroom please;livingroom;close
turn on lambs in livingroom please;livingroom;open
turn on lamb in livingroom please;livingroom;open
turn off lambs in livingroom please;livingroom;close
turn off lamb in livingroom please;livingroom;close
open the lambs in livingroom please;livingroom;open
open the lamb in livingroom please;livingroom;open
cut the lambs in livingroom please;livingroom;close
cut thelamb in livingroom please;livingroom;close
close the lambs in livingroom please;livingroom;close
close the lamb in livingroom please;livingroom;close
turn on the lambs in livingroom please;livingroom;open
turn on the lamb in livingroom please;livingroom;open
turn off the lambs in livingroom please;livingroom;close
turn off the lamb in livingroom please;livingroom;close
open lights livingroom please;livingroom;open
open light  livingroom please;livingroom;open
cut lights livingroom please;livingroom;close
cut light livingroom please;livingroom;close
close lights livingroom please;livingroom;close
close light livingroom please;livingroom;close
turn on lights livingroom please;livingroom;open
turn on light livingroom please;livingroom;open
turn off lights livingroom please;livingroom;close
turn off light livingroom please;livingroom;close
open the lights livingroom please;livingroom;open
open the light livingroom please;livingroom;open
cut the lights livingroom please;livingroom;close
cut thelight livingroom please;livingroom;close
close the lights livingroom please;livingroom;close
close the light livingroom please;livingroom;close
turn on the lights livingroom please;livingroom;open
turn on the light livingroom please;livingroom;open
turn off the lights livingroom please;livingroom;close
turn off the light livingroom please;livingroom;close
open lambs livingroom please;livingroom;open
open lamb livingroom please;livingroom;open
cut lambs livingroom please;livingroom;close
cut lamb livingroom please;livingroom;close
close lambs livingroom please;livingroom;close
close lamb livingroom please;livingroom;close
turn on lambs livingroom please;livingroom;open
turn on lamb livingroom please;livingroom;open
turn off lambs livingroom please;livingroom;close
turn off lamb livingroom please;livingroom;close
open the lambs livingroom please;livingroom;open
open the lamb livingroom please;livingroom;open
cut the lambs livingroom please;livingroom;close
cut thelamb livingroom please;livingroom;close
close the lambs livingroom please;livingroom;close
close the lamb livingroom please;livingroom;close
turn on the lambs livingroom please;livingroom;open
turn on the lamb livingroom please;livingroom;open
turn off the lambs livingroom please;livingroom;close
turn off the lamb livingroom please;livingroom;close
open lights of livingroom please;livingroom;open
open light of livingroom please;livingroom;open
cut lights of livingroom please;livingroom;close
cut light of livingroom please;livingroom;close
close lights of livingroom please;livingroom;close
close light of livingroom please;livingroom;close
turn on lights  of livingroom please;livingroom;open
turn on light of livingroom please;livingroom;open
turn off lights of livingroom please;livingroom;close
turn off light of livingroom please;livingroom;close
open the lights of livingroom please;livingroom;open
open the light of livingroom please;livingroom;open
cut the lights of livingroom please;livingroom;close
cut thelight of livingroom please;livingroom;close
close the lights of livingroom please;livingroom;close
close the light of livingroom please;livingroom;close
turn on the lights of livingroom please;livingroom;open
turn on the light of livingroom please;livingroom;open
turn off the lights of livingroom please;livingroom;close
turn off the light of livingroom please;livingroom;close
open lambs of livingroom please;livingroom;open
open lamb of livingroom please;livingroom;open
cut lambs of livingroom please;livingroom;close
cut lamb of livingroom please;livingroom;close
close lambs of livingroom please;livingroom;close
close lamb of livingroom please;livingroom;close
turn on lambs of livingroom please;livingroom;open
turn on lamb of livingroom please;livingroom;open
turn off lambs of livingroom please;livingroom;close
turn off lamb of livingroom please;livingroom;close
open the lambs of livingroom please;livingroom;open
open the lamb of livingroom please;livingroom;open
cut the lambs of livingroom please;livingroom;close
cut thelamb of livingroom please;livingroom;close
close the lambs of livingroom please;livingroom;close
close the lamb of livingroom please;livingroom;close
turn on the lambs of livingroom please;livingroom;open
turn on the lamb of livingroom please;livingroom;open
turn off the lambs of livingroom please;livingroom;close
turn off the lamb of livingroom please;livingroom;close
open lights at the livingroom please;livingroom;open
open light at the livingroom please;livingroom;open
cut lights at the livingroom please;livingroom;close
cut light at the livingroom please;livingroom;close
close lights at the livingroom please;livingroom;close
close light at the livingroom please;livingroom;close
turn on lights at the livingroom please;livingroom;open
turn on light at the livingroom please;livingroom;open
turn off lights at the livingroom please;livingroom;close
turn off light at the livingroom please;livingroom;close
open the lights at the livingroom please;livingroom;open
open the light at the livingroom please;livingroom;open
cut the lights at the livingroom please;livingroom;close
cut thelight at the livingroom please;livingroom;close
close the lights at the livingroom please;livingroom;close
close the light at the livingroom please;livingroom;close
turn on the lights at the livingroom please;livingroom;open
turn on the light at the livingroom please;livingroom;open
turn off the lights  at the livingroom please;livingroom;close
turn off the light at the livingroom please;livingroom;close
open lambs at the livingroom please;livingroom;open
open lamb at the livingroom please;livingroom;open
cut lambs at the livingroom please;livingroom;close
cut lamb at the livingroom please;livingroom;close
close lambs at the livingroom please;livingroom;close
close lamb at the livingroom please;livingroom;close
turn on lambs at the livingroom please;livingroom;open
turn on lamb at the livingroom please;livingroom;open
turn off lambs at the livingroom please;livingroom;close
turn off lamb at the livingroom please;livingroom;close
open the lambs at the livingroom please;livingroom;open
open the lamb at the livingroom please;livingroom;open
cut the lambs at the livingroom please;livingroom;close
cut thelamb at the livingroom please;livingroom;close
close the lambs at the livingroom please;livingroom;close
close the lamb at the livingroom please;livingroom;close
turn on the lambs at the livingroom please;livingroom;open
turn on the lamb at the livingroom please;livingroom;open
turn off the lambs at the livingroom please;livingroom;close
turn off the lamb at the livingroom please;livingroom;close
open lights in the livingroom please;livingroom;open
open light in the livingroom please;livingroom;open
cut lights in the livingroom please;livingroom;close
cut light in the livingroom please;livingroom;close
close lights in the livingroom please;livingroom;close
close light in the livingroom please;livingroom;close
turn on lights in the livingroom please;livingroom;open
turn on light in the livingroom please;livingroom;open
turn off lights in the livingroom please;livingroom;close
turn off light in the livingroom please;livingroom;close
open the lights in the livingroom please;livingroom;open
open the light in the livingroom please;livingroom;open
cut the lights in the livingroom please;livingroom;close
cut thelight in the livingroom please;livingroom;close
close the lights in the livingroom please;livingroom;close
close the light in the livingroom please;livingroom;close
turn on the lights in the livingroom please;livingroom;open
turn on the light in the livingroom please;livingroom;open
turn off the lights in the livingroom please;livingroom;close
turn off the light in the livingroom please;livingroom;close
open lambs in the livingroom please;livingroom;open
open lamb in the livingroom please;livingroom;open
cut lambs in the livingroom please;livingroom;close
cut lamb in the livingroom please;livingroom;close
close lambs in the livingroom please;livingroom;close
close lamb in the livingroom please;livingroom;close
turn on lambs in the livingroom please;livingroom;open
turn on lamb in the livingroom please;livingroom;open
turn off lambs in the livingroom please;livingroom;close
turn off lamb in the livingroom please;livingroom;close
open the lambs in the livingroom please;livingroom;open
open the lamb in the livingroom please;livingroom;open
cut the lambs in the livingroom please;livingroom;close
cut thelamb in the livingroom please;livingroom;close
close the lambs in the livingroom please;livingroom;close
close the lamb in the livingroom please;livingroom;close
turn on the lambs in the livingroom please;livingroom;open
turn on the lamb in the livingroom please;livingroom;open
turn off the lambs in the livingroom please;livingroom;close
turn off the lamb in the livingroom please;livingroom;close
open lights at hall;hall;open
open light at hall;hall;open
cut lights at hall;hall;close
cut light at hall;hall;close
close lights at hall;hall;close
close light at hall;hall;close
turn on lights at hall;hall;open
turn on light at hall;hall;open
turn off lights at hall;hall;close
turn off light at hall;hall;close
open the lights at hall;hall;open
open the light at hall;hall;open
cut the lights at hall;hall;close
cut thelight at hall;hall;close
close the lights at hall;hall;close
close the light at hall;hall;close
turn on the lights at hall;hall;open
turn on the light at hall;hall;open
turn off the lights at hall;hall;close
turn off the light at hall;hall;close
open lambs at hall;hall;open
open lamb at hall;hall;open
cut lambs at hall;hall;close
cut lamb at hall;hall;close
close lambs at hall;hall;close
close lamb at hall;hall;close
turn on lambs at hall;hall;open
turn on lamb at hall;hall;open
turn off lambs at hall;hall;close
turn off lamb at hall;hall;close
open the lambs at hall;hall;open
open the lamb at hall;hall;open
cut the lambs at hall;hall;close
cut thelamb at hall;hall;close
close the lambs at hall;hall;close
close the lamb at hall;hall;close
turn on the lambs at hall;hall;open
turn on the lamb at hall;hall;open
turn off the lambs at hall;hall;close
turn off the lamb at hall;hall;close
open lights in hall;hall;open
open light in hall;hall;open
cut lights in hall;hall;close
cut light in hall;hall;close
close lights in hall;hall;close
close light in hall;hall;close
turn on lights in hall;hall;open
turn on light in hall;hall;open
turn off lights in hall;hall;close
turn off light in hall;hall;close
open the lights in hall;hall;open
open the light in hall;hall;open
cut the lights in hall;hall;close
cut the light in hall;hall;close
close the lights in hall;hall;close
close the light in hall;hall;close
turn on the lights in hall;hall;open
turn on the light in hall;hall;open
turn off the lights in hall;hall;close
turn off the light in hall;hall;close
open lambs in hall;hall;open
open lamb in hall;hall;open
cut lambs in hall;hall;close
cut lamb in hall;hall;close
close lambs in hall;hall;close
close lamb in hall;hall;close
turn on lambs in hall;hall;open
turn on lamb in hall;hall;open
turn off lambs in hall;hall;close
turn off lamb in hall;hall;close
open the lambs in hall;hall;open
open the lamb in hall;hall;open
cut the lambs in hall;hall;close
cut thelamb in hall;hall;close
close the lambs in hall;hall;close
close the lamb in hall;hall;close
turn on the lambs in hall;hall;open
turn on the lamb in hall;hall;open
turn off the lambs in hall;hall;close
turn off the lamb in hall;hall;close
open lights hall;hall;open
open light  hall;hall;open
cut lights hall;hall;close
cut light hall;hall;close
close lights hall;hall;close
close light hall;hall;close
turn on lights hall;hall;open
turn on light hall;hall;open
turn off lights hall;hall;close
turn off light hall;hall;close
open the lights hall;hall;open
open the light hall;hall;open
cut the lights hall;hall;close
cut thelight hall;hall;close
close the lights hall;hall;close
close the light hall;hall;close
turn on the lights hall;hall;open
turn on the light hall;hall;open
turn off the lights hall;hall;close
turn off the light hall;hall;close
open lambs hall;hall;open
